time=0.000000000, qpos=[2.75 0], qvel=[0 0], normal_force=0.0, tangential_force=0.0, Fctrl=[9.9999999999997868 0], support_pos=2.76, support_vel=0.0, spring_force=np.float64(9.999999999999787), damping_force=np.float64(0.0), contact_flag=True, gap=0.0, contact_distance=0.0, rho=nan, mode=BOUNDARY, phase=SETTLE
time=1.004625000, qpos=[2.750564289063087 0], qvel=[-0.0035624447822371983 0], normal_force=14.032178819431728, tangential_force=0.0, Fctrl=[13.991603198296616 0], support_pos=np.float64(2.7707959926485284), support_vel=np.float64(-0.21156579102039502), spring_force=np.float64(20.231703585441352), damping_force=np.float64(-6.240100387144735), contact_flag=True, gap=-0.0005642890630870312, contact_distance=-0.0005642890630870312, rho=0.0, mode=CONTACT, phase=PERIODIC
time=1.004750000, qpos=[2.7505638431234951 0], qvel=[-0.0035675167348790874 0], normal_force=13.999948066429928, tangential_force=0.0, Fctrl=[13.959356966745393 0], support_pos=np.float64(2.770769533616507), support_vel=np.float64(-0.21177863427709626), spring_force=np.float64(20.205690493011907), damping_force=np.float64(-6.246333526266515), contact_flag=True, gap=-0.0005638431234951113, contact_distance=-0.0005638431234951113, rho=0.0, mode=CONTACT, phase=PERIODIC
time=1.004875000, qpos=[2.7505633965496674 0], qvel=[-0.0035725906223396543 0], normal_force=13.967707268389132, tangential_force=0.0, Fctrl=[13.927100531002562 0], support_pos=np.float64(2.770743048011732), support_vel=np.float64(-0.21199095499106965), spring_force=np.float64(20.179651462064463), damping_force=np.float64(-6.2525509310619), contact_flag=True, gap=-0.0005633965496674165, contact_distance=-0.0005633965496674165, rho=0.0, mode=CONTACT, phase=PERIODIC
time=1.005000000, qpos=[2.7505629493413593 0], qvel=[-0.0035776664645129756 0], normal_force=13.935456507520271, tangential_force=0.0, Fctrl=[13.894833972976885 0], support_pos=np.float64(2.770716535899554), support_vel=np.float64(-0.21220275263843505), spring_force=np.float64(20.153586558194547), damping_force=np.float64(-6.258752585217662), contact_flag=True, gap=-0.0005629493413592535, contact_distance=-0.0005629493413592535, rho=0.0, mode=CONTACT, phase=PERIODIC
time=1.005125000, qpos=[2.7505625014983242 0], qvel=[-0.0035827442813308988 0], normal_force=13.903195866067806, tangential_force=0.0, Fctrl=[13.862557374606148 0], support_pos=np.float64(2.7706899973453885), support_vel=np.float64(-0.21241402669660275), spring_force=np.float64(20.127495847064303), damping_force=np.float64(-6.264938472458155), contact_flag=True, gap=-0.0005625014983241527, contact_distance=-0.0005625014983241527, rho=0.0, mode=CONTACT, phase=PERIODIC
time=1.005250000, qpos=[2.7505620530203125 0], qvel=[-0.0035878240927636061 0], normal_force=13.870925426307053, tangential_force=0.0, Fctrl=[13.830270817859807 0], support_pos=np.float64(2.7706634324147177), support_vel=np.float64(-0.21262477664427504), spring_force=np.float64(20.10137939440515), damping_force=np.float64(-6.271108576545343), contact_flag=True, gap=-0.0005620530203125362, contact_distance=-0.0005620530203125362, rho=0.0, mode=CONTACT, phase=PERIODIC
time=1.005375000, qpos=[2.7505616039070726 0], qvel=[-0.0035929059188195118 0], normal_force=13.838645270544257, tangential_force=0.0, Fctrl=[13.79797438473539 0], support_pos=np.float64(2.770636841173087), support_vel=np.float64(-0.2128350019614476), spring_force=np.float64(20.075237266014234), damping_force=np.float64(-6.277262881278843), contact_flag=True, gap=-0.0005616039070726053, contact_distance=-0.0005616039070726053, rho=0.0, mode=CONTACT, phase=PERIODIC
time=1.005500000, qpos=[2.7505611541583503 0], qvel=[-0.0035979897795456201 0], normal_force=13.806355481119894, tangential_force=0.0, Fctrl=[13.765668157262052 0], support_pos=np.float64(2.7706102236861083), support_vel=np.float64(-0.21304470212940987), spring_force=np.float64(20.04906952775798), damping_force=np.float64(-6.283401370495928), contact_flag=True, gap=-0.000561154158350341, contact_distance=-0.000561154158350341, rho=0.0, mode=CONTACT, phase=PERIODIC
time=1.005625000, qpos=[2.7505607037738886 0], qvel=[-0.0036030756950278507 0], normal_force=13.774056140402294, tangential_force=0.0, Fctrl=[13.733352217497377 0], support_pos=np.float64(2.7705835800194576), support_vel=np.float64(-0.21325387663074782), spring_force=np.float64(20.022876245568977), damping_force=np.float64(-6.289524028071599), contact_flag=True, gap=-0.0005607037738886156, contact_distance=-0.0005607037738886156, rho=0.0, mode=CONTACT, phase=PERIODIC
time=1.005750000, qpos=[2.7505602527534281 0], qvel=[-0.0036081636853909655 0], normal_force=13.741747330791892, tangential_force=0.0, Fctrl=[13.701026647528284 0], support_pos=np.float64(2.770556910238875), support_vel=np.float64(-0.21346252494934412), spring_force=np.float64(19.996657485446878), damping_force=np.float64(-6.295630837918595), contact_flag=True, gap=-0.000560252753428081, contact_distance=-0.000560252753428081, rho=0.0, mode=CONTACT, phase=PERIODIC
time=1.005875000, qpos=[2.7505598010967067 0], qvel=[-0.0036132537707989163 0], normal_force=13.709429134720288, tangential_force=0.0, Fctrl=[13.668691529471852 0], support_pos=np.float64(2.770530214410166), support_vel=np.float64(-0.2136706465703798), spring_force=np.float64(19.97041331345928), damping_force=np.float64(-6.301721783987427), contact_flag=True, gap=-0.0005598010967067246, contact_distance=-0.0005598010967067246, rho=0.0, mode=CONTACT, phase=PERIODIC
time=1.006000000, qpos=[2.7505593488034603 0], qvel=[-0.003618345971454971 0], normal_force=13.677101634649482, tangential_force=0.0, Fctrl=[13.636346945472642 0], support_pos=np.float64(2.7705034925991994), support_vel=np.float64(-0.21387824098033542), spring_force=np.float64(19.944143795739055), damping_force=np.float64(-6.3077968502664135), contact_flag=True, gap=-0.0005593488034603133, contact_distance=-0.0005593488034603133, rho=0.0, mode=CONTACT, phase=PERIODIC
time=1.006125000, qpos=[2.7505588958734219 0], qvel=[-0.0036234403076020761 0], normal_force=13.644764913072995, tangential_force=0.0, Fctrl=[13.603992977705765 0], support_pos=np.float64(2.7704767448719094), support_vel=np.float64(-0.2140853076669924), spring_force=np.float64(19.917848998487475), damping_force=np.float64(-6.31385602078171), contact_flag=True, gap=-0.0005588958734219496, contact_distance=-0.0005588958734219496, rho=0.0, mode=CONTACT, phase=PERIODIC
time=1.006250000, qpos=[2.7505584423063221 0], qvel=[-0.0036285367995229803 0], normal_force=13.612419052512557, tangential_force=0.0, Fctrl=[13.571629708373301 0], support_pos=np.float64(2.7704499712942927), support_vel=np.float64(-0.21429184611943433), spring_force=np.float64(19.89152898797064), damping_force=np.float64(-6.31989927959734), contact_flag=True, gap=-0.0005584423063220711, contact_distance=-0.0005584423063220711, rho=0.0, mode=CONTACT, phase=PERIODIC
time=1.006375000, qpos=[2.7505579881018885 0], qvel=[-0.0036336354675403871 0], normal_force=13.580064135520548, tangential_force=0.0, Fctrl=[13.539257219706927 0], support_pos=np.float64(2.7704231719324106), support_vel=np.float64(-0.21449785582804812), spring_force=np.float64(19.86518383052216), damping_force=np.float64(-6.325926610815232), contact_flag=True, gap=-0.0005579881018884514, contact_distance=-0.0005579881018884514, rho=0.0, mode=CONTACT, phase=PERIODIC
time=1.006500000, qpos=[2.7505575332598471 0], qvel=[-0.0036387363320170897 0], normal_force=13.547700244681321, tangential_force=0.0, Fctrl=[13.50687559396567 0], support_pos=np.float64(2.770396346852388), support_vel=np.float64(-0.21470333628452523), spring_force=np.float64(19.838813592540916), damping_force=np.float64(-6.331937998575245), contact_flag=True, gap=-0.0005575332598470872, contact_distance=-0.0005575332598470872, rho=0.0, mode=CONTACT, phase=PERIODIC
time=1.006625000, qpos=[2.7505570777799204 0], qvel=[-0.0036438394133565459 0], normal_force=13.515327462605605, tangential_force=0.0, Fctrl=[13.474484913437214 0], support_pos=np.float64(2.770369496120413), support_vel=np.float64(-0.2149082869818631), spring_force=np.float64(19.81241834049241), damping_force=np.float64(-6.337933427055196), contact_flag=True, gap=-0.000557077779920423, contact_distance=-0.000557077779920423, rho=0.0, mode=CONTACT, phase=PERIODIC
time=1.006750000, qpos=[2.7505566216618291 0], qvel=[-0.0036489447320025943 0], normal_force=13.48294587193602, tangential_force=0.0, Fctrl=[13.442085260436514 0], support_pos=np.float64(2.7703426198027366), support_vel=np.float64(-0.21511270741436622), spring_force=np.float64(19.785998140907424), damping_force=np.float64(-6.343912880470909), contact_flag=True, gap=-0.0005566216618291264, contact_distance=-0.0005566216618291264, rho=0.0, mode=CONTACT, phase=PERIODIC
time=1.006875000, qpos=[2.7505561649052908 0], qvel=[-0.0036540523084400323 0], normal_force=13.450555555343641, tangential_force=0.0, Fctrl=[13.409676717307569 0], support_pos=np.float64(2.7703157179656746), support_vel=np.float64(-0.21531659707764753), spring_force=np.float64(19.759553060383794), damping_force=np.float64(-6.349876343076224), contact_flag=True, gap=-0.0005561649052907569, contact_distance=-0.0005561649052907569, rho=0.0, mode=CONTACT, phase=PERIODIC
time=1.007000000, qpos=[2.7505557075100202 0], qvel=[-0.0036591621631945413 0], normal_force=13.41815659552676, tangential_force=0.0, Fctrl=[13.377259366420258 0], support_pos=np.float64(2.7702887906756035), support_vel=np.float64(-0.21551995546862956), spring_force=np.float64(19.73308316558331), damping_force=np.float64(-6.355823799163051), contact_flag=True, gap=-0.0005557075100202091, contact_distance=-0.0005557075100202091, rho=0.0, mode=CONTACT, phase=PERIODIC
time=1.007125000, qpos=[2.7505552494757306 0], qvel=[-0.0036642743168328541 0], normal_force=13.385749075216326, tangential_force=0.0, Fctrl=[13.344833290172541 0], support_pos=np.float64(2.7702618379989645), support_vel=np.float64(-0.21572278208554566), spring_force=np.float64(19.706588523233926), damping_force=np.float64(-6.361755233061384), contact_flag=True, gap=-0.0005552494757306015, contact_distance=-0.0005552494757306015, rho=0.0, mode=CONTACT, phase=PERIODIC
time=1.007250000, qpos=[2.7505547908021319 0], qvel=[-0.0036693887899633269 0], normal_force=13.353333077169559, tangential_force=0.0, Fctrl=[13.312398570989091 0], support_pos=np.float64(2.7702348600022604), support_vel=np.float64(-0.21592507642794154), spring_force=np.float64(19.680069200128436), damping_force=np.float64(-6.3676706291393455), contact_flag=True, gap=-0.0005547908021319437, contact_distance=-0.0005547908021319437, rho=0.0, mode=CONTACT, phase=PERIODIC
time=1.007375000, qpos=[2.7505543314889316 0], qvel=[-0.0036745056032358855 0], normal_force=13.320908684172084, tangential_force=0.0, Fctrl=[13.279955291321723 0], support_pos=np.float64(2.7702078567520565), support_vel=np.float64(-0.21612683799667562), spring_force=np.float64(19.653525263124916), damping_force=np.float64(-6.373569971803192), contact_flag=True, gap=-0.0005543314889315809, contact_distance=-0.0005543314889315809, rho=0.0, mode=CONTACT, phase=PERIODIC
time=1.007500000, qpos=[2.7505538715358342 0], qvel=[-0.0036796247773421809 0], normal_force=13.288475979037882, tangential_force=0.0, Fctrl=[13.247503533649343 0], support_pos=np.float64(2.770180828314981), support_vel=np.float64(-0.21632806629392146), spring_force=np.float64(19.62695677914672), damping_force=np.float64(-6.379453245497378), contact_flag=True, gap=-0.0005538715358341939, contact_distance=-0.0005538715358341939, rho=0.0, mode=CONTACT, phase=PERIODIC
time=1.007625000, qpos=[2.7505534109425427 0], qvel=[-0.0036847463330157483 0], normal_force=13.256035044610975, tangential_force=0.0, Fctrl=[13.215043380476136 0], support_pos=np.float64(2.7701537747577234), support_vel=np.float64(-0.21652876082316827), spring_force=np.float64(19.60036381518071), damping_force=np.float64(-6.3853204347045756), contact_flag=True, gap=-0.000553410942542687, contact_distance=-0.000553410942542687, rho=0.0, mode=CONTACT, phase=PERIODIC
time=1.007750000, qpos=[2.7505529497087564 0], qvel=[-0.003689870291032603 0], normal_force=13.223585963761138, tangential_force=0.0, Fctrl=[13.182574914334227 0], support_pos=np.float64(2.7701266961470363), support_vel=np.float64(-0.21672892108922223), spring_force=np.float64(19.573746438279915), damping_force=np.float64(-6.3911715239456885), contact_flag=True, gap=-0.0005529497087564117, contact_distance=-0.0005529497087564117, rho=0.0, mode=CONTACT, phase=PERIODIC
time=1.007875000, qpos=[2.7505524878341725 0], qvel=[-0.0036949966722109673 0], normal_force=13.191128819386064, tangential_force=0.0, Fctrl=[13.150098217780521 0], support_pos=np.float64(2.770099592549733), support_vel=np.float64(-0.21692854659820782), spring_force=np.float64(19.547104715560426), damping_force=np.float64(-6.3970064977799055), contact_flag=True, gap=-0.0005524878341724992, contact_distance=-0.0005524878341724992, rho=0.0, mode=CONTACT, phase=PERIODIC
time=1.008000000, qpos=[2.7505520253184854 0], qvel=[-0.0037001254974116603 0], normal_force=13.158663694411276, tangential_force=0.0, Fctrl=[13.117613373398454 0], support_pos=np.float64(2.7700724640326886), support_vel=np.float64(-0.21712763685756886), spring_force=np.float64(19.52043871420317), damping_force=np.float64(-6.402825340804716), contact_flag=True, gap=-0.0005520253184854162, contact_distance=-0.0005520253184854162, rho=0.0, mode=CONTACT, phase=PERIODIC
time=1.008125000, qpos=[2.750551562161387 0], qvel=[-0.0037052567875382634 0], normal_force=13.12619067179013, tangential_force=0.0, Fctrl=[13.085120463797958 0], support_pos=np.float64(2.770045310662841), support_vel=np.float64(-0.21732619137607004), spring_force=np.float64(19.49374850145391), damping_force=np.float64(-6.408628037655953), contact_flag=True, gap=-0.0005515621613869648, contact_distance=-0.0005515621613869648, rho=0.0, mode=CONTACT, phase=PERIODIC
time=1.008250000, qpos=[2.7505510983625667 0], qvel=[-0.003710390563537285 0], normal_force=13.093709834503388, tangential_force=0.0, Fctrl=[13.052619571613219 0], support_pos=np.float64(2.7700181325071878), support_vel=np.float64(-0.2175242096637977), spring_force=np.float64(19.46703414462103), damping_force=np.float64(-6.414414573007813), contact_flag=True, gap=-0.0005510983625667265, contact_distance=-0.0005510983625667265, rho=0.0, mode=CONTACT, phase=PERIODIC
time=1.008375000, qpos=[2.7505506339217107 0], qvel=[-0.0037155268463985561 0], normal_force=13.061221265556213, tangential_force=0.0, Fctrl=[13.020110779504861 0], support_pos=np.float64(2.7699909296327885), support_vel=np.float64(-0.21772169123216148), spring_force=np.float64(19.44029571107775), damping_force=np.float64(-6.420184931572887), contact_flag=True, gap=-0.0005506339217107303, contact_distance=-0.0005506339217107303, rho=0.0, mode=CONTACT, phase=PERIODIC
time=1.008500000, qpos=[2.7505501688385037 0], qvel=[-0.0037206656571549747 0], normal_force=13.028725047984103, tangential_force=0.0, Fctrl=[12.987594170157244 0], support_pos=np.float64(2.769963702106763), support_vel=np.float64(-0.21791863559389524), spring_force=np.float64(19.413533268259453), damping_force=np.float64(-6.425939098102208), contact_flag=True, gap=-0.0005501688385036729, contact_distance=-0.0005501688385036729, rho=0.0, mode=CONTACT, phase=PERIODIC
time=1.008625000, qpos=[2.7505497031126267 0], qvel=[-0.0037258070168833314 0], normal_force=12.996221264847302, tangential_force=0.0, Fctrl=[12.955069826281569 0], support_pos=np.float64(2.7699364499962935), support_vel=np.float64(-0.21811504226305828), spring_force=np.float64(19.386746883666817), damping_force=np.float64(-6.431677057385248), contact_flag=True, gap=-0.0005497031126266982, contact_distance=-0.0005497031126266982, rho=0.0, mode=CONTACT, phase=PERIODIC
time=1.008750000, qpos=[2.7505492367437583 0], qvel=[-0.0037309509467040479 0], normal_force=12.96370999923171, tangential_force=0.0, Fctrl=[12.922537830613148 0], support_pos=np.float64(2.7699091733686214), support_vel=np.float64(-0.21831091075503672), spring_force=np.float64(19.359936624863128), damping_force=np.float64(-6.4373987942499795), contact_flag=True, gap=-0.0005492367437582857, contact_distance=-0.0005492367437582857, rho=0.0, mode=CONTACT, phase=PERIODIC
time=1.008875000, qpos=[2.7505487697315747 0], qvel=[-0.0037360974677813682 0], normal_force=12.931191334250522, tangential_force=0.0, Fctrl=[12.889998265911395 0], support_pos=np.float64(2.769881872291049), support_vel=np.float64(-0.21850624058654455), spring_force=np.float64(19.33310255947429), damping_force=np.float64(-6.443104293562896), contact_flag=True, gap=-0.0005487697315746942, contact_distance=-0.0005487697315746942, rho=0.0, mode=CONTACT, phase=PERIODIC
time=1.009000000, qpos=[2.7505483020757495 0], qvel=[-0.0037412466013237592 0], normal_force=12.898665353043349, tangential_force=0.0, Fctrl=[12.857451214960687 0], support_pos=np.float64(2.7698545468309392), support_vel=np.float64(-0.21870103127562476), spring_force=np.float64(19.306244755189716), damping_force=np.float64(-6.44879354022903), contact_flag=True, gap=-0.0005483020757495183, contact_distance=-0.0005483020757495183, rho=0.0, mode=CONTACT, phase=PERIODIC
time=1.009125000, qpos=[2.7505478337759532 0], qvel=[-0.0037463983685840922 0], normal_force=12.866132138773681, tangential_force=0.0, Fctrl=[12.82489676056943 0], support_pos=np.float64(2.7698271970557147), support_vel=np.float64(-0.2188952823416508), spring_force=np.float64(19.27936327976143), damping_force=np.float64(-6.4544665191920005), contact_flag=True, gap=-0.0005478337759532437, contact_distance=-0.0005478337759532437, rho=0.0, mode=CONTACT, phase=PERIODIC
time=1.009250000, qpos=[2.7505473648318546 0], qvel=[-0.0037515527908596235 0], normal_force=12.8335917746335, tangential_force=0.0, Fctrl=[12.792334985569592 0], support_pos=np.float64(2.769799823032858), support_vel=np.float64(-0.21908899330532755), spring_force=np.float64(19.25245820100363), damping_force=np.float64(-6.460123215434038), contact_flag=True, gap=-0.0005473648318545798, contact_distance=-0.0005473648318545798, rho=0.0, mode=CONTACT, phase=PERIODIC
time=1.009375000, qpos=[2.7505468952431182 0], qvel=[-0.0037567098894926119 0], normal_force=12.80104434383612, tangential_force=0.0, Fctrl=[12.759765972818036 0], support_pos=np.float64(2.7697724248299123), support_vel=np.float64(-0.21928216368869213), spring_force=np.float64(19.22552958679402), damping_force=np.float64(-6.4657636139759855), contact_flag=True, gap=-0.0005468952431182394, contact_distance=-0.0005468952431182394, rho=0.0, mode=CONTACT, phase=PERIODIC
time=1.009500000, qpos=[2.7505464250094076 0], qvel=[-0.0037618696858698723 0], normal_force=12.768489929624963, tangential_force=0.0, Fctrl=[12.727189805195096 0], support_pos=np.float64(2.76974500251448), support_vel=np.float64(-0.21947479301511597), spring_force=np.float64(19.19857750507248), damping_force=np.float64(-6.471387699877383), contact_flag=True, gap=-0.0005464250094076029, contact_distance=-0.0005464250094076029, rho=0.0, mode=CONTACT, phase=PERIODIC
time=1.009625000, qpos=[2.7505459541303825 0], qvel=[-0.0037670322014236061 0], normal_force=12.73592861526434, tangential_force=0.0, Fctrl=[12.694606565603708 0], support_pos=np.float64(2.7697175561542227), support_vel=np.float64(-0.2196668808093054), spring_force=np.float64(19.171602023840162), damping_force=np.float64(-6.476995458236454), contact_flag=True, gap=-0.0005459541303824977, contact_distance=-0.0005459541303824977, rho=0.0, mode=CONTACT, phase=PERIODIC
time=1.009750000, qpos=[2.7505454826057001 0], qvel=[-0.0037721974576311853 0], normal_force=12.703360484044444, tangential_force=0.0, Fctrl=[12.662016336971142 0], support_pos=np.float64(2.7696900858168614), support_vel=np.float64(-0.2198584265973029), spring_force=np.float64(19.144603211161293), damping_force=np.float64(-6.482586874190151), contact_flag=True, gap=-0.0005454826057000872, contact_distance=-0.0005454826057000872, rho=0.0, mode=CONTACT, phase=PERIODIC
time=1.009875000, qpos=[2.7505450104350158 0], qvel=[-0.0037773654760153482 0], normal_force=12.670785619282611, tangential_force=0.0, Fctrl=[12.629419202246748 0], support_pos=np.float64(2.7696625915701767), support_vel=np.float64(-0.2200494299064882), spring_force=np.float64(19.117581135160933), damping_force=np.float64(-6.488161932914186), contact_flag=True, gap=-0.0005450104350157581, contact_distance=-0.0005450104350157581, rho=0.0, mode=CONTACT, phase=PERIODIC
time=1.010000000, qpos=[2.7505445376179809 0], qvel=[-0.0037825362781448309 0], normal_force=12.63820410431655, tangential_force=0.0, Fctrl=[12.596815244403711 0], support_pos=np.float64(2.7696350734820077), support_vel=np.float64(-0.22023989026557975), spring_force=np.float64(19.09053586402676), damping_force=np.float64(-6.493720619623047), contact_flag=True, gap=-0.0005445376179809003, contact_distance=-0.0005445376179809003, rho=0.0, mode=CONTACT, phase=PERIODIC
time=1.010125000, qpos=[2.7505440641542451 0], qvel=[-0.0037877098856339358 0], normal_force=12.605616022511507, tangential_force=0.0, Fctrl=[12.564204546437688 0], support_pos=np.float64(2.769607531620253), support_vel=np.float64(-0.22042980720463543), spring_force=np.float64(19.063467466007733), damping_force=np.float64(-6.499262919570045), contact_flag=True, gap=-0.0005440641542451274, contact_distance=-0.0005440641542451274, rho=0.0, mode=CONTACT, phase=PERIODIC
time=1.010250000, qpos=[2.7505435900434549 0], qvel=[-0.0037928863201431629 0], normal_force=12.573021457254764, tangential_force=0.0, Fctrl=[12.531587191366327 0], support_pos=np.float64(2.7695799660528686), support_vel=np.float64(-0.22061918025505414), spring_force=np.float64(19.036376009413658), damping_force=np.float64(-6.50478881804733), contact_flag=True, gap=-0.0005435900434549445, contact_distance=-0.0005435900434549445, rho=0.0, mode=CONTACT, phase=PERIODIC
time=1.010375000, qpos=[2.7505431152852546 0], qvel=[-0.0037980656033792175 0], normal_force=12.540420491959404, tangential_force=0.0, Fctrl=[12.498963262229699 0], support_pos=np.float64(2.7695523768478703), support_vel=np.float64(-0.2208080089495766), spring_force=np.float64(19.00926156261562), damping_force=np.float64(-6.510298300385921), contact_flag=True, gap=-0.0005431152852546361, contact_distance=-0.0005431152852546361, rho=0.0, mode=CONTACT, phase=PERIODIC
time=1.010500000, qpos=[2.7505426398792849 0], qvel=[-0.0038032477570954302 0], normal_force=12.507813210060487, tangential_force=0.0, Fctrl=[12.466332842091578 0], support_pos=np.float64(2.7695247640733323), support_vel=np.float64(-0.22099629282228694), spring_force=np.float64(18.982124194047323), damping_force=np.float64(-6.5157913519557455), contact_flag=True, gap=-0.0005426398792849341, contact_distance=-0.0005426398792849341, rho=0.0, mode=CONTACT, phase=PERIODIC
time=1.010625000, qpos=[2.7505421638251843 0], qvel=[-0.0038084328030915438 0], normal_force=12.47519969501596, tangential_force=0.0, Fctrl=[12.433696014034993 0], support_pos=np.float64(2.769497127797385), support_vel=np.float64(-0.22118403140861329), spring_force=np.float64(18.954963972200645), damping_force=np.float64(-6.5212679581656525), contact_flag=True, gap=-0.0005421638251843497, contact_distance=-0.0005421638251843497, rho=0.0, mode=CONTACT, phase=PERIODIC
time=1.010750000, qpos=[2.7505416871225887 0], qvel=[-0.0038136207632141652 0], normal_force=12.442580030309893, tangential_force=0.0, Fctrl=[12.401052861167511 0], support_pos=np.float64(2.7694694680882197), support_vel=np.float64(-0.22137122424532943), spring_force=np.float64(18.92778096563097), damping_force=np.float64(-6.526728104463458), contact_flag=True, gap=-0.0005416871225887299, contact_distance=-0.0005416871225887299, rho=0.0, mode=CONTACT, phase=PERIODIC
time=1.010875000, qpos=[2.7505412097711313 0], qvel=[-0.0038188116593569632 0], normal_force=12.409954299447078, tangential_force=0.0, Fctrl=[12.368403466615451 0], support_pos=np.float64(2.7694417850140827), support_vel=np.float64(-0.22155787087055562), spring_force=np.float64(18.900575242951412), damping_force=np.float64(-6.53217177633596), contact_flag=True, gap=-0.0005412097711312569, contact_distance=-0.0005412097711312569, rho=0.0, mode=CONTACT, phase=PERIODIC
time=1.011000000, qpos=[2.750540731770442 0], qvel=[-0.0038240055134609167 0], normal_force=12.37732258595633, tangential_force=0.0, Fctrl=[12.335747913529183 0], support_pos=np.float64(2.76941407864328), support_vel=np.float64(-0.2217439708237598), spring_force=np.float64(18.873346872838148), damping_force=np.float64(-6.5375989593089665), contact_flag=True, gap=-0.0005407317704420045, contact_distance=-0.0005407317704420045, rho=0.0, mode=CONTACT, phase=PERIODIC
time=1.011125000, qpos=[2.7505402531201484 0], qvel=[-0.0038292023475143102 0], normal_force=12.34468497338756, tangential_force=0.0, Fctrl=[12.303086285078184 0], support_pos=np.float64(2.769386349044174), support_vel=np.float64(-0.22192952364575913), spring_force=np.float64(18.84609592402553), damping_force=np.float64(-6.543009638947345), contact_flag=True, gap=-0.0005402531201483818, contact_distance=-0.0005402531201483818, rho=0.0, mode=CONTACT, phase=PERIODIC
time=1.011250000, qpos=[2.7505397738198756 0], qvel=[-0.0038344021835529821 0], normal_force=12.312041545316367, tangential_force=0.0, Fctrl=[12.270418664454183 0], support_pos=np.float64(2.7693585962851848), support_vel=np.float64(-0.22211452887872), spring_force=np.float64(18.818822465309193), damping_force=np.float64(-6.54840380085501), contact_flag=True, gap=-0.0005397738198755775, contact_distance=-0.0005397738198755775, rho=0.0, mode=CONTACT, phase=PERIODIC
time=1.011375000, qpos=[2.7505392938692452 0], qvel=[-0.003839605043660755 0], normal_force=12.279392385337292, tangential_force=0.0, Fctrl=[12.237745134869286 0], support_pos=np.float64(2.7693308204347895), support_vel=np.float64(-0.22229898606616064), spring_force=np.float64(18.79152656554428), damping_force=np.float64(-6.553781430674996), contact_flag=True, gap=-0.0005392938692452276, contact_distance=-0.0005392938692452276, rho=0.0, mode=CONTACT, phase=PERIODIC
time=1.011500000, qpos=[2.7505388132678763 0], qvel=[-0.0038448109499692558 0], normal_force=12.246737577068034, tangential_force=0.0, Fctrl=[12.205065779556874 0], support_pos=np.float64(2.7693030215615226), support_vel=np.float64(-0.22248289475295124), spring_force=np.float64(18.764208293646334), damping_force=np.float64(-6.55914251408946), contact_flag=True, gap=-0.0005388132678763036, contact_distance=-0.0005388132678763036, rho=0.0, mode=CONTACT, phase=PERIODIC
time=1.011625000, qpos=[2.7505383320153856 0], qvel=[-0.0038500199246581509 0], normal_force=12.214077204149007, tangential_force=0.0, Fctrl=[12.172380681769349 0], support_pos=np.float64(2.7692751997339746), support_vel=np.float64(-0.22266625448531543), spring_force=np.float64(18.736867718589068), damping_force=np.float64(-6.564487036819719), contact_flag=True, gap=-0.0005383320153855564, contact_distance=-0.0005383320153855564, rho=0.0, mode=CONTACT, phase=PERIODIC
time=1.011750000, qpos=[2.7505378501113866 0], qvel=[-0.0038552319899556081 0], normal_force=12.181411350242035, tangential_force=0.0, Fctrl=[12.139689924780324 0], support_pos=np.float64(2.769247355020793), support_vel=np.float64(-0.22284906481083122), spring_force=np.float64(18.709504909406593), damping_force=np.float64(-6.569814984626269), contact_flag=True, gap=-0.0005378501113866285, contact_distance=-0.0005378501113866285, rho=0.0, mode=CONTACT, phase=PERIODIC
time=1.011875000, qpos=[2.7505373675554905 0], qvel=[-0.0038604471681383222 0], normal_force=12.148740099030784, tangential_force=0.0, Fctrl=[12.106993591883263 0], support_pos=np.float64(2.7692194874906826), support_vel=np.float64(-0.22303132527843242), spring_force=np.float64(18.682119935192087), damping_force=np.float64(-6.575126343308823), contact_flag=True, gap=-0.0005373675554904978, contact_distance=-0.0005373675554904978, rho=0.0, mode=CONTACT, phase=PERIODIC
time=1.012000000, qpos=[2.7505368843473055 0], qvel=[-0.0038656654815317618 0], normal_force=12.116063534220311, tangential_force=0.0, Fctrl=[12.074291766391017 0], support_pos=np.float64(2.769191597212403), support_vel=np.float64(-0.22321303543840937), spring_force=np.float64(18.654712865097345), damping_force=np.float64(-6.580421098706329), contact_flag=True, gap=-0.0005368843473054774, contact_distance=-0.0005368843473054774, rho=0.0, mode=CONTACT, phase=PERIODIC
time=1.012125000, qpos=[2.7505364004864363 0], qvel=[-0.0038708869525104234 0], normal_force=12.08338173953541, tangential_force=0.0, Fctrl=[12.041584531637561 0], support_pos=np.float64(2.769163684254771), support_vel=np.float64(-0.2233941948424103), spring_force=np.float64(18.627283768334557), damping_force=np.float64(-6.585699236696996), contact_flag=True, gap=-0.0005364004864363281, contact_distance=-0.0005364004864363281, rho=0.0, mode=CONTACT, phase=PERIODIC
time=1.012250000, qpos=[2.750535915972486 0], qvel=[-0.0038761116034976544 0], normal_force=12.050694798724328, tangential_force=0.0, Fctrl=[12.008871970974859 0], support_pos=np.float64(2.7691357486866592), support_vel=np.float64(-0.22357480304344246), spring_force=np.float64(18.599832714173203), damping_force=np.float64(-6.590960743198345), contact_flag=True, gap=-0.0005359159724860341, contact_distance=-0.0005359159724860341, rho=0.0, mode=CONTACT, phase=PERIODIC
