time=0.000000000, qpos=[2.75 0], qvel=[0 0], normal_force=0.0, tangential_force=0.0, Fctrl=[9.9999999999997868 0], support_pos=2.76, support_vel=0.0, spring_force=np.float64(9.999999999999787), damping_force=np.float64(0.0), contact_flag=True, gap=0.0, contact_distance=0.0, rho=nan, mode=BOUNDARY, phase=SETTLE
time=2.083500000, qpos=[2.7497306989519248 0], qvel=[-0.053377126933173896 0], normal_force=0.0, tangential_force=0.0, Fctrl=[-3.1838990849464013 0], support_pos=np.float64(2.751827018505348), support_vel=np.float64(-0.22938441487882574), spring_force=np.float64(2.096319553423154), damping_force=np.float64(-5.280218638369555), contact_flag=False, gap=0.00026930104807521005, contact_distance=nan, rho=nan, mode=FREE, phase=PERIODIC
time=2.083625000, qpos=[2.7497239770626352 0], qvel=[-0.0537751143187922 0], normal_force=0.0, tangential_force=0.0, Fctrl=[-3.1890521977410629 0], support_pos=np.float64(2.751798355548289), support_vel=np.float64(-0.22922280376528892), spring_force=np.float64(2.0743784856538383), damping_force=np.float64(-5.263430683394901), contact_flag=False, gap=0.0002760229373648393, contact_distance=nan, rho=nan, mode=FREE, phase=PERIODIC
time=2.083750000, qpos=[2.7497172053444046 0], qvel=[-0.054173745843509834 0], normal_force=0.0, tangential_force=0.0, Fctrl=[-3.1940989531448212 0], support_pos=np.float64(2.7517697128279726), support_vel=np.float64(-0.22906062706727054), spring_force=np.float64(2.052507483568), damping_force=np.float64(-5.246606436712821), contact_flag=False, gap=0.0002827946555954419, contact_distance=nan, rho=nan, mode=FREE, phase=PERIODIC
time=2.083875000, qpos=[2.7497103837183778 0], qvel=[-0.054573008212652936 0], normal_force=0.0, tangential_force=0.0, Fctrl=[-3.1990396124745812 0], support_pos=np.float64(2.7517410904150714), support_vel=np.float64(-0.22889788518492513), spring_force=np.float64(2.030706696693585), damping_force=np.float64(-5.229746309168166), contact_flag=False, gap=0.0002896162816221626, contact_distance=nan, rho=nan, mode=FREE, phase=PERIODIC
time=2.084000000, qpos=[2.7497035121073572 0], qvel=[-0.054972888164212259 0], normal_force=0.0, tangential_force=0.0, Fctrl=[-3.2038744378162241 0], support_pos=np.float64(2.7517124883802087), support_vel=np.float64(-0.2287345785198017), spring_force=np.float64(2.0089762728514593), damping_force=np.float64(-5.212850710667683), contact_flag=False, gap=0.00029648789264280495, contact_distance=nan, rho=nan, mode=FREE, phase=PERIODIC
time=2.084125000, qpos=[2.7496965904357986 0], qvel=[-0.055373372468939287 0], normal_force=0.0, tangential_force=0.0, Fctrl=[-3.2086036920186221 0], support_pos=np.float64(2.751683906793957), support_vel=np.float64(-0.228570707474844), spring_force=np.float64(1.9873163581585196), damping_force=np.float64(-5.195920050177142), contact_flag=False, gap=0.00030340956420138454, contact_distance=nan, rho=nan, mode=FREE, phase=PERIODIC
time=2.084250000, qpos=[2.7496896186298074 0], qvel=[-0.055774447930441617 0], normal_force=0.0, tangential_force=0.0, Fctrl=[-3.2132276386871199 0], support_pos=np.float64(2.7516553457268387), support_vel=np.float64(-0.2284062724543871), spring_force=np.float64(1.9657270970312446), damping_force=np.float64(-5.1789547357183645), contact_flag=False, gap=0.0003103813701925695, contact_distance=nan, rho=nan, mode=FREE, phase=PERIODIC
time=2.084375000, qpos=[2.7496825966171343 0], qvel=[-0.05617610138527751 0], normal_force=0.0, tangential_force=0.0, Fctrl=[-3.2177465421753837 0], support_pos=np.float64(2.7516268052493253), support_vel=np.float64(-0.2282412738641578), spring_force=np.float64(1.9442086321910246), damping_force=np.float64(-5.161955174366408), contact_flag=False, gap=0.0003174033828656775, contact_distance=nan, rho=nan, mode=FREE, phase=PERIODIC
time=2.084500000, qpos=[2.7496755243271713 0], qvel=[-0.056578319703049433 0], normal_force=0.0, tangential_force=0.0, Fctrl=[-3.2221606675803667 0], support_pos=np.float64(2.7515982854318377), support_vel=np.float64(-0.2280757121112744), spring_force=np.float64(1.9227611046663817), damping_force=np.float64(-5.144921772246748), contact_flag=False, gap=0.0003244756728286724, contact_distance=nan, rho=nan, mode=FREE, phase=PERIODIC
time=2.084625000, qpos=[2.7496684016909478 0], qvel=[-0.056981089786496977 0], normal_force=0.0, tangential_force=0.0, Fctrl=[-3.2264702807345467 0], support_pos=np.float64(2.7515697863447457), support_vel=np.float64(-0.22790958760424368), spring_force=np.float64(1.9013846537978552), damping_force=np.float64(-5.127854934532402), contact_flag=False, gap=0.00033159830905216126, contact_distance=nan, rho=nan, mode=FREE, phase=PERIODIC
time=2.084750000, qpos=[2.7496612286411266 0], qvel=[-0.057384398571588793 0], normal_force=0.0, tangential_force=0.0, Fctrl=[-3.2306756482000552 0], support_pos=np.float64(2.7515413080583677), support_vel=np.float64(-0.22774290075296097), spring_force=np.float64(1.8800794172411095), damping_force=np.float64(-5.110755065441165), contact_flag=False, gap=0.00033877135887339094, contact_distance=nan, rho=nan, mode=FREE, phase=PERIODIC
time=2.084875000, qpos=[2.749654005111998 0], qvel=[-0.057788233027613801 0], normal_force=0.0, tangential_force=0.0, Fctrl=[-3.2347770372597449 0], support_pos=np.float64(2.751512850642971), support_vel=np.float64(-0.22757565196871035), spring_force=np.float64(1.8588455309731522), damping_force=np.float64(-5.093622568232897), contact_flag=False, gap=0.0003459948880020214, contact_distance=nan, rho=nan, mode=FREE, phase=PERIODIC
time=2.085000000, qpos=[2.7496467310394781 0], qvel=[-0.058192580157271266 0], normal_force=0.0, tangential_force=0.0, Fctrl=[-3.2387747159125837 0], support_pos=np.float64(2.751484414168772), support_vel=np.float64(-0.22740784166416106), spring_force=np.float64(1.8376831292941098), damping_force=np.float64(-5.0764578452066935), contact_flag=False, gap=0.00035326896052190193, contact_distance=nan, rho=nan, mode=FREE, phase=PERIODIC
time=2.085125000, qpos=[2.7496394063611036 0], qvel=[-0.058597426996760342 0], normal_force=0.0, tangential_force=0.0, Fctrl=[-3.2426689528670174 0], support_pos=np.float64(2.751455998705935), support_vel=np.float64(-0.22723947025336844), spring_force=np.float64(1.816592344831225), damping_force=np.float64(-5.059261297698242), contact_flag=False, gap=0.0003605936388964004, contact_distance=nan, rho=nan, mode=FREE, phase=PERIODIC
time=2.085250000, qpos=[2.7496320310160267 0], qvel=[-0.059002760615868718 0], normal_force=0.0, tangential_force=0.0, Fctrl=[-3.2464600175329075 0], support_pos=np.float64(2.751427604324571), support_vel=np.float64(-0.2270705381517718), spring_force=np.float64(1.795573308544185), damping_force=np.float64(-5.042033326077092), contact_flag=False, gap=0.00036796898397328803, contact_distance=nan, rho=nan, mode=FREE, phase=PERIODIC
time=2.085375000, qpos=[2.7496246049450122 0], qvel=[-0.059408568118060334 0], normal_force=0.0, tangential_force=0.0, Fctrl=[-3.2501481800149223 0], support_pos=np.float64(2.7513992310947413), support_vel=np.float64(-0.22690104577619505), spring_force=np.float64(1.7746261497291194), damping_force=np.float64(-5.024774329744042), contact_flag=False, gap=0.0003753950549878482, contact_distance=nan, rho=nan, mode=FREE, phase=PERIODIC
time=2.085500000, qpos=[2.7496171280904322 0], qvel=[-0.059814836640562197 0], normal_force=0.0, tangential_force=0.0, Fctrl=[-3.2537337111067295 0], support_pos=np.float64(2.751370879086454), support_vel=np.float64(-0.22673099354484344), spring_force=np.float64(1.753750996021708), damping_force=np.float64(-5.007484707128437), contact_flag=False, gap=0.0003828719095677613, contact_distance=nan, rho=nan, mode=FREE, phase=PERIODIC
time=2.085625000, qpos=[2.7496096003962629 0], qvel=[-0.060221553354450535 0], normal_force=0.0, tangential_force=0.0, Fctrl=[-3.2572168822835224 0], support_pos=np.float64(2.751342548369665), support_vel=np.float64(-0.22656038187730348), spring_force=np.float64(1.7329479734020659), damping_force=np.float64(-4.990164855685588), contact_flag=False, gap=0.0003903996037371016, contact_distance=nan, rho=nan, mode=FREE, phase=PERIODIC
time=2.085750000, qpos=[2.7496020218080797 0], qvel=[-0.060628705464735977 0], normal_force=0.0, tangential_force=0.0, Fctrl=[-3.2605979656968138 0], support_pos=np.float64(2.751314239014277), support_vel=np.float64(-0.2263892111945434), spring_force=np.float64(1.7122172061974084), damping_force=np.float64(-4.972815171894222), contact_flag=False, gap=0.000397978191920334, contact_distance=nan, rho=nan, mode=FREE, phase=PERIODIC
time=2.085875000, qpos=[2.7495943922730532 0], qvel=[-0.061036280210448081 0], normal_force=0.0, tangential_force=0.0, Fctrl=[-3.2638772341660136 0], support_pos=np.float64(2.751285951090141), support_vel=np.float64(-0.2262174819189093), spring_force=np.float64(1.6915588170878237), damping_force=np.float64(-4.955436051253837), contact_flag=False, gap=0.00040560772694675507, contact_distance=nan, rho=nan, mode=FREE, phase=PERIODIC
time=2.086000000, qpos=[2.7495867117399451 0], qvel=[-0.06144426486471883 0], normal_force=0.0, tangential_force=0.0, Fctrl=[-3.2670549611728292 0], support_pos=np.float64(2.7512576846670544), support_vel=np.float64(-0.22604519447412585), spring_force=np.float64(1.670972927109382), damping_force=np.float64(-4.938027888282211), contact_flag=False, gap=0.0004132882600549337, contact_distance=nan, rho=nan, mode=FREE, phase=PERIODIC
time=2.086125000, qpos=[2.7495789801591033 0], qvel=[-0.061852646734865437 0], normal_force=0.0, tangential_force=0.0, Fctrl=[-3.2701314208543382 0], support_pos=np.float64(2.751229439814762), support_vel=np.float64(-0.2258723492852959), spring_force=np.float64(1.650459655658576), damping_force=np.float64(-4.920591076512914), contact_flag=False, gap=0.0004210198408967081, contact_distance=nan, rho=nan, mode=FREE, phase=PERIODIC
time=2.086250000, qpos=[2.7495711974824579 0], qvel=[-0.062261413162472232 0], normal_force=0.0, tangential_force=0.0, Fctrl=[-3.2731068879964367 0], support_pos=np.float64(2.7512012166029542), support_vel=np.float64(-0.2256989467788974), spring_force=np.float64(1.6300191204963177), damping_force=np.float64(-4.903126008492754), contact_flag=False, gap=0.00042880251754207066, contact_distance=nan, rho=nan, mode=FREE, phase=PERIODIC
time=2.086375000, qpos=[2.7495633636635173 0], qvel=[-0.062670551523471785 0], normal_force=0.0, tangential_force=0.0, Fctrl=[-3.2759816380260798 0], support_pos=np.float64(2.7511730151012705), support_vel=np.float64(-0.22552498738278337), spring_force=np.float64(1.6096514377532678), damping_force=np.float64(-4.885633075779348), contact_flag=False, gap=0.0004366363364827208, contact_distance=nan, rho=nan, mode=FREE, phase=PERIODIC
time=2.086500000, qpos=[2.7495554786573639 0], qvel=[-0.063080049228225049 0], normal_force=0.0, tangential_force=0.0, Fctrl=[-3.2787559470079914 0], support_pos=np.float64(2.7511448353792947), support_vel=np.float64(-0.2253504715261822), spring_force=np.float64(1.5893567219307236), damping_force=np.float64(-4.868112668938715), contact_flag=False, gap=0.0004445213426360617, contact_distance=nan, rho=nan, mode=FREE, phase=PERIODIC
time=2.086625000, qpos=[2.7495475424206486 0], qvel=[-0.063489893721601048 0], normal_force=0.0, tangential_force=0.0, Fctrl=[-3.2814300916346166 0], support_pos=np.float64(2.7511166775065568), support_vel=np.float64(-0.2251753996396939), spring_force=np.float64(1.5691350859081687), damping_force=np.float64(-4.850565177542785), contact_flag=False, gap=0.0004524575793514174, contact_distance=nan, rho=nan, mode=FREE, phase=PERIODIC
time=2.086750000, qpos=[2.7495395549115882 0], qvel=[-0.063900072483055376 0], normal_force=0.0, tangential_force=0.0, Fctrl=[-3.2840043492206767 0], support_pos=np.float64(2.7510885415525346), support_vel=np.float64(-0.22499977215529066), spring_force=np.float64(1.5489866409463815), damping_force=np.float64(-4.832990990167058), contact_flag=False, gap=0.0004604450884118094, contact_distance=nan, rho=nan, mode=FREE, phase=PERIODIC
time=2.086875000, qpos=[2.7495315160899598 0], qvel=[-0.064310573026707965 0], normal_force=0.0, tangential_force=0.0, Fctrl=[-3.2864789976981577 0], support_pos=np.float64(2.75106042758665), support_vel=np.float64(-0.22482358950631656), spring_force=np.float64(1.5289114966900996), damping_force=np.float64(-4.815390494388257), contact_flag=False, gap=0.00046848391004017387, contact_distance=nan, rho=nan, mode=FREE, phase=PERIODIC
time=2.087000000, qpos=[2.7495234259170971 0], qvel=[-0.064721382901420238 0], normal_force=0.0, tangential_force=0.0, Fctrl=[-3.2888543156072458 0], support_pos=np.float64(2.7510323356782718), support_vel=np.float64(-0.22464685212748448), spring_force=np.float64(1.5089097611746816), damping_force=np.float64(-4.797764076781927), contact_flag=False, gap=0.00047657408290291414, contact_distance=nan, rho=nan, mode=FREE, phase=PERIODIC
time=2.087125000, qpos=[2.7495152843558857 0], qvel=[-0.06513248969087114 0], normal_force=0.0, tangential_force=0.0, Fctrl=[-3.291130582092257 0], support_pos=np.float64(2.7510042658967135), support_vel=np.float64(-0.2244695604548758), spring_force=np.float64(1.4889815408278828), damping_force=np.float64(-4.78011212292014), contact_flag=False, gap=0.00048471564411434187, contact_distance=nan, rho=nan, mode=FREE, phase=PERIODIC
time=2.087250000, qpos=[2.7495070913707589 0], qvel=[-0.065543881013632677 0], normal_force=0.0, tangential_force=0.0, Fctrl=[-3.2933080768931751 0], support_pos=np.float64(2.750976218311235), support_vel=np.float64(-0.22429171492594094), spring_force=np.float64(1.4691269404760732), damping_force=np.float64(-4.762435017369248), contact_flag=False, gap=0.0004929086292411178, contact_distance=nan, rho=nan, mode=FREE, phase=PERIODIC
time=2.087375000, qpos=[2.7494988469276933 0], qvel=[-0.065955544523244328 0], normal_force=0.0, tangential_force=0.0, Fctrl=[-3.2953870803397516 0], support_pos=np.float64(2.750948192991041), support_vel=np.float64(-0.2241133159794957), spring_force=np.float64(1.4493460633477895), damping_force=np.float64(-4.744733143687541), contact_flag=False, gap=0.0005011530723066926, contact_distance=nan, rho=nan, mode=FREE, phase=PERIODIC
time=2.087500000, qpos=[2.7494905509942047 0], qvel=[-0.066367467908286792 0], normal_force=0.0, tangential_force=0.0, Fctrl=[-3.2973678733470795 0], support_pos=np.float64(2.7509201900052807), support_vel=np.float64(-0.2239343640557213), spring_force=np.float64(1.429639011075956), damping_force=np.float64(-4.7270068844230355), contact_flag=False, gap=0.0005094490057953038, contact_distance=nan, rho=nan, mode=FREE, phase=PERIODIC
time=2.087625000, qpos=[2.7494822035393431 0], qvel=[-0.066779638892455181 0], normal_force=0.0, tangential_force=0.0, Fctrl=[-3.2992507374049644 0], support_pos=np.float64(2.7508922094230495), support_vel=np.float64(-0.22375485959616473), spring_force=np.float64(1.4100058837063223), damping_force=np.float64(-4.709256621111287), contact_flag=False, gap=0.0005177964606568608, contact_distance=nan, rho=nan, mode=FREE, phase=PERIODIC
time=2.087750000, qpos=[2.7494738045336886 0], qvel=[-0.067192045234630807 0], normal_force=0.0, tangential_force=0.0, Fctrl=[-3.3010359545761023 0], support_pos=np.float64(2.7508642513133856), support_vel=np.float64(-0.22357480304373487), spring_force=np.float64(1.3904467796970188), damping_force=np.float64(-4.691482734273121), contact_flag=False, gap=0.0005261954663113855, contact_distance=nan, rho=nan, mode=FREE, phase=PERIODIC
time=2.087875000, qpos=[2.7494653539493474 0], qvel=[-0.067604674728952818 0], normal_force=0.0, tangential_force=0.0, Fctrl=[-3.3027238074864096 0], support_pos=np.float64(2.7508363157452735), support_vel=np.float64(-0.22339419484270337), spring_force=np.float64(1.3709617959261067), damping_force=np.float64(-4.673685603412516), contact_flag=False, gap=0.0005346460506525652, contact_distance=nan, rho=nan, mode=FREE, phase=PERIODIC
time=2.088000000, qpos=[2.7494568517599469 0], qvel=[-0.068017515204888621 0], normal_force=0.0, tangential_force=0.0, Fctrl=[-3.304314579319735 0], support_pos=np.float64(2.7508084027876416), support_vel=np.float64(-0.2232130354387027), spring_force=np.float64(1.3515510276946863), damping_force=np.float64(-4.655865607014421), contact_flag=False, gap=0.0005431482400530818, contact_distance=nan, rho=nan, mode=FREE, phase=PERIODIC
time=2.088125000, qpos=[2.7494482979406309 0], qvel=[-0.068430554527303594 0], normal_force=0.0, tangential_force=0.0, Fctrl=[-3.3058085538113477 0], support_pos=np.float64(2.7507805125093623), support_vel=np.float64(-0.22303132527872646), spring_force=np.float64(1.332214568731338), damping_force=np.float64(-4.638023122542686), contact_flag=False, gap=0.0005517020593690525, contact_distance=nan, rho=nan, mode=FREE, phase=PERIODIC
time=2.088250000, qpos=[2.7494396924680564 0], qvel=[-0.068843780596530013 0], normal_force=0.0, tangential_force=0.0, Fctrl=[-3.3072060152426461 0], support_pos=np.float64(2.7507526449792516), support_vel=np.float64(-0.22284906481112593), spring_force=np.float64(1.3129525111952312), damping_force=np.float64(-4.620158526437877), contact_flag=False, gap=0.0005603075319435824, contact_distance=nan, rho=nan, mode=FREE, phase=PERIODIC
time=2.088375000, qpos=[2.7494310353203879 0], qvel=[-0.069257181348435337 0], normal_force=0.0, tangential_force=0.0, Fctrl=[-3.3085072484333544 0], support_pos=np.float64(2.75072480026607), support_vel=np.float64(-0.22266625448561037), spring_force=np.float64(1.2937649456818967), damping_force=np.float64(-4.602272194115251), contact_flag=False, gap=0.000568964679612094, contact_distance=nan, rho=nan, mode=FREE, phase=PERIODIC
time=2.088500000, qpos=[2.7494223264772937 0], qvel=[-0.069670744754489505 0], normal_force=0.0, tangential_force=0.0, Fctrl=[-3.3097125387346091 0], support_pos=np.float64(2.750696978438522), support_vel=np.float64(-0.2224828947532469), spring_force=np.float64(1.2746519612281126), damping_force=np.float64(-4.584364499962722), contact_flag=False, gap=0.0005776735227063234, contact_distance=nan, rho=nan, mode=FREE, phase=PERIODIC
time=2.088625000, qpos=[2.7494135659199408 0], qvel=[-0.070084458821831327 0], normal_force=0.0, tangential_force=0.0, Fctrl=[-3.3108221720246451 0], support_pos=np.float64(2.750669179565255), support_vel=np.float64(-0.22229898606645696), spring_force=np.float64(1.2556136453141242), damping_force=np.float64(-4.566435817338769), contact_flag=False, gap=0.000586434080059206, contact_distance=nan, rho=nan, mode=FREE, phase=PERIODIC
time=2.088750000, qpos=[2.7494047536309916 0], qvel=[-0.070498311593334403 0], normal_force=0.0, tangential_force=0.0, Fctrl=[-3.3118364347028253 0], support_pos=np.float64(2.750641403714859), support_vel=np.float64(-0.2221145288790166), spring_force=np.float64(1.2366500838676409), damping_force=np.float64(-4.548486518570466), contact_flag=False, gap=0.0005952463690084286, contact_distance=nan, rho=nan, mode=FREE, phase=PERIODIC
time=2.088875000, qpos=[2.7493958895945982 0], qvel=[-0.070912291147672252 0], normal_force=0.0, tangential_force=0.0, Fctrl=[-3.3127556136796947 0], support_pos=np.float64(2.75061365095587), support_vel=np.float64(-0.2219295236460564), spring_force=np.float64(1.2177613612718297), damping_force=np.float64(-4.530516974951524), contact_flag=False, gap=0.0006041104054017588, contact_distance=nan, rho=nan, mode=FREE, phase=PERIODIC
time=2.089000000, qpos=[2.7493869737963985 0], qvel=[-0.071326385599382217 0], normal_force=0.0, tangential_force=0.0, Fctrl=[-3.3135799963745125 0], support_pos=np.float64(2.7505859213567643), support_vel=np.float64(-0.22174397082405795), spring_force=np.float64(1.1989475603657596), damping_force=np.float64(-4.512527556740272), contact_flag=False, gap=0.0006130262036014855, contact_distance=nan, rho=nan, mode=FREE, phase=PERIODIC
time=2.089125000, qpos=[2.7493780062235111 0], qvel=[-0.071740583098929028 0], normal_force=0.0, tangential_force=0.0, Fctrl=[-3.3143098707075733 0], support_pos=np.float64(2.7505582149859613), support_vel=np.float64(-0.22155787087085396), spring_force=np.float64(1.1802087624501745), damping_force=np.float64(-4.494518633157748), contact_flag=False, gap=0.0006219937764888606, contact_distance=nan, rho=nan, mode=FREE, phase=PERIODIC
time=2.089250000, qpos=[2.7493689868645319 0], qvel=[-0.072154871832767475 0], normal_force=0.0, tangential_force=0.0, Fctrl=[-3.3149455250934512 0], support_pos=np.float64(2.7505305319118243), support_vel=np.float64(-0.22137122424562847), spring_force=np.float64(1.1615450472923783), damping_force=np.float64(-4.4764905723858295), contact_flag=False, gap=0.0006310131354680948, contact_distance=nan, rho=nan, mode=FREE, phase=PERIODIC
time=2.089375000, qpos=[2.7493599157095292 0], qvel=[-0.072569240023404161 0], normal_force=0.0, tangential_force=0.0, Fctrl=[-3.3154872484359208 0], support_pos=np.float64(2.7505028722026585), support_vel=np.float64(-0.221184031408913), spring_force=np.float64(1.1429564931293434), damping_force=np.float64(-4.458443741565264), contact_flag=False, gap=0.0006400842904707993, contact_distance=nan, rho=nan, mode=FREE, phase=PERIODIC
time=2.089500000, qpos=[2.7493507927500378 0], qvel=[-0.072983675929458647 0], normal_force=0.0, tangential_force=0.0, Fctrl=[-3.3159353301199195 0], support_pos=np.float64(2.7504752359267117), support_vel=np.float64(-0.2209962928225869), spring_force=np.float64(1.1244431766739282), damping_force=np.float64(-4.440378506793848), contact_flag=False, gap=0.0006492072499622026, contact_distance=nan, rho=nan, mode=FREE, phase=PERIODIC
time=2.089625000, qpos=[2.7493416179790571 0], qvel=[-0.07339816784572363 0], normal_force=0.0, tangential_force=0.0, Fctrl=[-3.3162900600083978 0], support_pos=np.float64(2.7504476231521733), support_vel=np.float64(-0.2208080089498772), spring_force=np.float64(1.106005173116209), damping_force=np.float64(-4.422295233124607), contact_flag=False, gap=0.000658382020942927, contact_distance=nan, rho=nan, mode=FREE, phase=PERIODIC
time=2.089750000, qpos=[2.7493323913910444 0], qvel=[-0.073812704103224686 0], normal_force=0.0, tangential_force=0.0, Fctrl=[-3.3165517284333346 0], support_pos=np.float64(2.750420033947175), support_vel=np.float64(-0.22061918025535537), spring_force=np.float64(1.0876425561305858), damping_force=np.float64(-4.40419428456392), contact_flag=False, gap=0.0006676086089556499, contact_distance=nan, rho=nan, mode=FREE, phase=PERIODIC
time=2.089875000, qpos=[2.7493231129819109 0], qvel=[-0.074227273069278857 0], normal_force=0.0, tangential_force=0.0, Fctrl=[-3.3167206261899622 0], support_pos=np.float64(2.7503924683797907), support_vel=np.float64(-0.22042980720493688), spring_force=np.float64(1.0693553978797787), damping_force=np.float64(-4.386076024069741), contact_flag=False, gap=0.0006768870180891007, contact_distance=nan, rho=nan, mode=FREE, phase=PERIODIC
time=2.090000000, qpos=[2.7493137827490175 0], qvel=[-0.074641863147552598 0], normal_force=0.0, tangential_force=0.0, Fctrl=[-3.316797044531496 0], support_pos=np.float64(2.750364926518036), support_vel=np.float64(-0.22023989026588187), spring_force=np.float64(1.0511437690183811), damping_force=np.float64(-4.367940813549877), contact_flag=False, gap=0.0006862172509825015, contact_distance=nan, rho=nan, mode=FREE, phase=PERIODIC
time=2.090125000, qpos=[2.7493044006911704 0], qvel=[-0.075056462778119032 0], normal_force=0.0, tangential_force=0.0, Fctrl=[-3.3167812751637475 0], support_pos=np.float64(2.750337408429867), support_vel=np.float64(-0.22004942990679102), spring_force=np.float64(1.033007738696412), damping_force=np.float64(-4.34978901386016), contact_flag=False, gap=0.0006955993088295642, contact_distance=nan, rho=nan, mode=FREE, phase=PERIODIC
time=2.090250000, qpos=[2.7492949668086157 0], qvel=[-0.075471060437514503 0], normal_force=0.0, tangential_force=0.0, Fctrl=[-3.3166736102367631 0], support_pos=np.float64(2.7503099141831817), support_vel=np.float64(-0.21985842659760585), spring_force=np.float64(1.0149473745659776), damping_force=np.float64(-4.331620984802741), contact_flag=False, gap=0.0007050331913842633, contact_distance=nan, rho=nan, mode=FREE, phase=PERIODIC
time=2.090375000, qpos=[2.7492854811030361 0], qvel=[-0.075885644638794103 0], normal_force=0.0, tangential_force=0.0, Fctrl=[-3.3164743423400678 0], support_pos=np.float64(2.7502824438458204), support_vel=np.float64(-0.21966688080960903), spring_force=np.float64(0.9969627427843797), damping_force=np.float64(-4.3134370851244475), contact_flag=False, gap=0.0007145188969639449, contact_distance=nan, rho=nan, mode=FREE, phase=PERIODIC
time=2.090500000, qpos=[2.7492759435775445 0], qvel=[-0.07630020393158661 0], normal_force=0.0, tangential_force=0.0, Fctrl=[-3.3161837644964525 0], support_pos=np.float64(2.750254997485563), support_vel=np.float64(-0.21947479301542025), spring_force=np.float64(0.9790539080185567), damping_force=np.float64(-4.295237672515009), contact_flag=False, gap=0.0007240564224555435, contact_distance=nan, rho=nan, mode=FREE, phase=PERIODIC
time=2.090625000, qpos=[2.7492663542366818 0], qvel=[-0.076714726902148672 0], normal_force=0.0, tangential_force=0.0, Fctrl=[-3.3158021701568137 0], support_pos=np.float64(2.7502275751701304), support_vel=np.float64(-0.219282163688997), spring_force=np.float64(0.9612209334486366), damping_force=np.float64(-4.27702310360545), contact_flag=False, gap=0.0007336457633182469, contact_distance=nan, rho=nan, mode=FREE, phase=PERIODIC
time=2.090750000, qpos=[2.7492567130864103 0], qvel=[-0.077129202173418274 0], normal_force=0.0, tangential_force=0.0, Fctrl=[-3.315329853192277 0], support_pos=np.float64(2.7502001769671844), support_vel=np.float64(-0.2190889933056326), spring_force=np.float64(0.9434638807741536), damping_force=np.float64(-4.258793733966431), contact_flag=False, gap=0.0007432869135897135, contact_distance=nan, rho=nan, mode=FREE, phase=PERIODIC
time=2.090875000, qpos=[2.7492470201341095 0], qvel=[-0.077543618405067308 0], normal_force=0.0, tangential_force=0.0, Fctrl=[-3.3147671078881933 0], support_pos=np.float64(2.750172802944328), support_vel=np.float64(-0.21889528234195674), spring_force=np.float64(0.9257828102184895), damping_force=np.float64(-4.240549918106683), contact_flag=False, gap=0.0007529798658905129, contact_distance=nan, rho=nan, mode=FREE, phase=PERIODIC
time=2.091000000, qpos=[2.7492372753885728 0], qvel=[-0.077957964293553325 0], normal_force=0.0, tangential_force=0.0, Fctrl=[-3.3141142289406913 0], support_pos=np.float64(2.7501454531691034), support_vel=np.float64(-0.21870103127593138), spring_force=np.float64(0.9081777805306501), damping_force=np.float64(-4.222292009471341), contact_flag=False, gap=0.0007627246114272346, contact_distance=nan, rho=nan, mode=FREE, phase=PERIODIC
time=2.091125000, qpos=[2.7492274788600013 0], qvel=[-0.07837222857217091 0], normal_force=0.0, tangential_force=0.0, Fctrl=[-3.3133715114484854 0], support_pos=np.float64(2.750118127708993), support_vel=np.float64(-0.2185062405868513), spring_force=np.float64(0.8906488489919262), damping_force=np.float64(-4.204020360440412), contact_flag=False, gap=0.0007725211399987053, contact_distance=nan, rho=nan, mode=FREE, phase=PERIODIC
time=2.091250000, qpos=[2.74921763056 0], qvel=[-0.078786400011101973 0], normal_force=0.0, tangential_force=0.0, Fctrl=[-3.3125392509064859 0], support_pos=np.float64(2.750090826631421), support_vel=np.float64(-0.21831091075534415), spring_force=np.float64(0.8731960714207787), damping_force=np.float64(-4.185735322327265), contact_flag=False, gap=0.0007823694399999859, contact_distance=nan, rho=nan, mode=FREE, phase=PERIODIC
time=2.091375000, qpos=[2.7492077305015727 0], qvel=[-0.079200467417465281 0], normal_force=0.0, tangential_force=0.0, Fctrl=[-3.3116177432010838 0], support_pos=np.float64(2.7500635500037487), support_vel=np.float64(-0.2181150422633663), spring_force=np.float64(0.8558195021759474), damping_force=np.float64(-4.167437245377031), contact_flag=False, gap=0.000792269498427256, contact_distance=nan, rho=nan, mode=FREE, phase=PERIODIC
time=2.091500000, qpos=[2.7491977786991182 0], qvel=[-0.079614419635365419 0], normal_force=0.0, tangential_force=0.0, Fctrl=[-3.3106072846042469 0], support_pos=np.float64(2.750036297893279), support_vel=np.float64(-0.21791863559420338), spring_force=np.float64(0.8385191941608916), damping_force=np.float64(-4.1491264787651385), contact_flag=False, gap=0.0008022213008818113, contact_distance=nan, rho=nan, mode=FREE, phase=PERIODIC
time=2.091625000, qpos=[2.7491877751684251 0], qvel=[-0.080028245545940943 0], normal_force=0.0, tangential_force=0.0, Fctrl=[-3.309508171767205 0], support_pos=np.float64(2.7500090703672537), support_vel=np.float64(-0.2177216912324703), spring_force=np.float64(0.8212951988286754), damping_force=np.float64(-4.13080337059588), contact_flag=False, gap=0.0008122248315749481, contact_distance=nan, rho=nan, mode=FREE, phase=PERIODIC
