time=0.000000000, qpos=[2.75 0], qvel=[0 0], normal_force=0.0, tangential_force=0.0, Fctrl=[10 0], contact_flag=True, gap=0.0, contact_distance=0.0, rho=nan, mode=BOUNDARY, phase=SETTLE
time=1.878250000, qpos=[2.7503723343081354 0.0002203632701171326], qvel=[5.4803614797982164e-13 0.00028092451030603549], normal_force=9.999999999999574, tangential_force=3.1563209142722832, Fctrl=[10 3.1564999999992778], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.6312641828544836, mode=QUASI_STICK, phase=RAMP
time=1.878375000, qpos=[2.7503723343081354 0.00022039838847913345], qvel=[5.4803241193723134e-13 0.00028094689600682371], normal_force=9.99999999999957, tangential_force=3.156570914271176, Fctrl=[10 3.1567499999992776], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.6313141828542623, mode=QUASI_STICK, phase=RAMP
time=1.878500000, qpos=[2.7503723343081354 0.00022043350963934691], qvel=[5.4802867589464105e-13 0.00028096928170761194], normal_force=9.999999999999567, tangential_force=3.1568209142700687, Fctrl=[10 3.1569999999992775], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.6313641828540411, mode=QUASI_STICK, phase=RAMP
time=1.878625000, qpos=[2.7503723343081354 0.00022046863359777297], qvel=[5.4802493985205076e-13 0.00028099166740840016], normal_force=9.999999999999563, tangential_force=3.157070914268961, Fctrl=[10 3.1572499999992774], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.6314141828538198, mode=QUASI_STICK, phase=RAMP
time=1.878750000, qpos=[2.7503723343081354 0.00022050376035441161], qvel=[5.4802120380946046e-13 0.00028101405310918838], normal_force=9.999999999999558, tangential_force=3.1573209142678538, Fctrl=[10 3.1574999999992772], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.6314641828535987, mode=QUASI_STICK, phase=RAMP
time=1.878875000, qpos=[2.7503723343081354 0.00022053888990926287], qvel=[5.4801746776687017e-13 0.00028103643880997661], normal_force=9.999999999999554, tangential_force=3.1575709142667465, Fctrl=[10 3.1577499999992771], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.6315141828533775, mode=QUASI_STICK, phase=RAMP
time=1.879000000, qpos=[2.7503723343081354 0.00022057402226232671], qvel=[5.4801373172427987e-13 0.00028105882451076483], normal_force=9.999999999999549, tangential_force=3.157820914265639, Fctrl=[10 3.1579999999992769], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.6315641828531563, mode=QUASI_STICK, phase=RAMP
time=1.879125000, qpos=[2.7503723343081354 0.00022060915741360315], qvel=[5.4800999568168958e-13 0.00028108121021155305], normal_force=9.999999999999545, tangential_force=3.1580709142645316, Fctrl=[10 3.1582499999992768], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.631614182852935, mode=QUASI_STICK, phase=RAMP
time=1.879250000, qpos=[2.7503723343081354 0.0002206442953630922], qvel=[5.4800625963909929e-13 0.00028110359591234128], normal_force=9.999999999999542, tangential_force=3.1583209142634243, Fctrl=[10 3.1584999999992767], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.6316641828527139, mode=QUASI_STICK, phase=RAMP
time=1.879375000, qpos=[2.7503723343081354 0.00022067943611079385], qvel=[5.4800252359650899e-13 0.0002811259816131295], normal_force=9.999999999999538, tangential_force=3.1585709142623166, Fctrl=[10 3.1587499999992765], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.6317141828524925, mode=QUASI_STICK, phase=RAMP
time=1.879500000, qpos=[2.7503723343081354 0.00022071457965670808], qvel=[5.479987875539187e-13 0.00028114836731391772], normal_force=9.999999999999533, tangential_force=3.1588209142612094, Fctrl=[10 3.1589999999992764], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.6317641828522714, mode=QUASI_STICK, phase=RAMP
time=1.879625000, qpos=[2.7503723343081354 0.00022074972600083493], qvel=[5.4799505151132841e-13 0.00028117075301470595], normal_force=9.999999999999527, tangential_force=3.159070914260102, Fctrl=[10 3.1592499999992762], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.6318141828520503, mode=QUASI_STICK, phase=RAMP
time=1.879750000, qpos=[2.7503723343081354 0.00022078487514317436], qvel=[5.4799131546873811e-13 0.00028119313871549417], normal_force=9.999999999999524, tangential_force=3.159320914258995, Fctrl=[10 3.1594999999992761], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.6318641828518291, mode=QUASI_STICK, phase=RAMP
time=1.879875000, qpos=[2.7503723343081354 0.00022082002708372639], qvel=[5.4798757942614782e-13 0.0002812155244162824], normal_force=9.99999999999952, tangential_force=3.1595709142578876, Fctrl=[10 3.159749999999276], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.6319141828516078, mode=QUASI_STICK, phase=RAMP
time=1.880000000, qpos=[2.7503723343081354 0.00022085518182249104], qvel=[5.4798384338355753e-13 0.00028123791011707062], normal_force=9.999999999999517, tangential_force=3.1598209142567804, Fctrl=[10 3.1599999999992758], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.6319641828513866, mode=QUASI_STICK, phase=RAMP
time=1.880125000, qpos=[2.7503723343081354 0.00022089033935946827], qvel=[5.4798010734096723e-13 0.00028126029581785884], normal_force=9.999999999999512, tangential_force=3.1600709142556727, Fctrl=[10 3.1602499999992757], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.6320141828511654, mode=QUASI_STICK, phase=RAMP
time=1.880250000, qpos=[2.7503723343081354 0.00022092549969465809], qvel=[5.4797637129837694e-13 0.00028128268151864707], normal_force=9.999999999999508, tangential_force=3.1603209142545654, Fctrl=[10 3.1604999999992756], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.6320641828509442, mode=QUASI_STICK, phase=RAMP
time=1.880375000, qpos=[2.7503723343081354 0.00022096066282806053], qvel=[5.4797263525578664e-13 0.00028130506721943529], normal_force=9.999999999999504, tangential_force=3.160570914253458, Fctrl=[10 3.1607499999992754], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.632114182850723, mode=QUASI_STICK, phase=RAMP
time=1.880500000, qpos=[2.7503723343081354 0.00022099582875967556], qvel=[5.4796889921319635e-13 0.00028132745292022351], normal_force=9.9999999999995, tangential_force=3.1608209142523505, Fctrl=[10 3.1609999999992753], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.6321641828505017, mode=QUASI_STICK, phase=RAMP
time=1.880625000, qpos=[2.7503723343081354 0.00022103099748950318], qvel=[5.4796516317060606e-13 0.00028134983862101174], normal_force=9.999999999999496, tangential_force=3.161070914251243, Fctrl=[10 3.1612499999992751], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.6322141828502805, mode=QUASI_STICK, phase=RAMP
time=1.880750000, qpos=[2.7503723343081354 0.00022106616901754341], qvel=[5.4796142712801576e-13 0.00028137222432179996], normal_force=9.999999999999492, tangential_force=3.161320914250136, Fctrl=[10 3.161499999999275], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.6322641828500594, mode=QUASI_STICK, phase=RAMP
time=1.880875000, qpos=[2.7503723343081354 0.00022110134334379623], qvel=[5.4795769108542547e-13 0.00028139461002258819], normal_force=9.999999999999487, tangential_force=3.1615709142490283, Fctrl=[10 3.1617499999992749], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.6323141828498381, mode=QUASI_STICK, phase=RAMP
time=1.881000000, qpos=[2.7503723343081354 0.00022113652046826165], qvel=[5.4795395504283518e-13 0.00028141699572337641], normal_force=9.999999999999483, tangential_force=3.161820914247921, Fctrl=[10 3.1619999999992747], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.6323641828496169, mode=QUASI_STICK, phase=RAMP
time=1.881125000, qpos=[2.7503723343081354 0.00022117170039093968], qvel=[5.4795021900024488e-13 0.00028143938142416463], normal_force=9.99999999999948, tangential_force=3.1620709142468137, Fctrl=[10 3.1622499999992746], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.6324141828493957, mode=QUASI_STICK, phase=RAMP
time=1.881250000, qpos=[2.7503723343081354 0.0002212068831118303], qvel=[5.4794648295765459e-13 0.00028146176712495286], normal_force=9.999999999999474, tangential_force=3.162320914245706, Fctrl=[10 3.1624999999992744], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.6324641828491745, mode=QUASI_STICK, phase=RAMP
time=1.881375000, qpos=[2.7503723343081354 0.0002212420686309335], qvel=[5.479427469150643e-13 0.00028148415282574108], normal_force=9.99999999999947, tangential_force=3.162570914244599, Fctrl=[10 3.1627499999992743], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.6325141828489532, mode=QUASI_STICK, phase=RAMP
time=1.881500000, qpos=[2.7503723343081354 0.00022127725694824933], qvel=[5.47939010872474e-13 0.0002815065385265293], normal_force=9.999999999999465, tangential_force=3.1628209142434915, Fctrl=[10 3.1629999999992742], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.6325641828487322, mode=QUASI_STICK, phase=RAMP
time=1.881625000, qpos=[2.7503723343081354 0.00022131244806377774], qvel=[5.4793527482988371e-13 0.00028152892422731753], normal_force=9.999999999999462, tangential_force=3.163070914242384, Fctrl=[10 3.163249999999274], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.6326141828485108, mode=QUASI_STICK, phase=RAMP
time=1.881750000, qpos=[2.7503723343081354 0.00022134764197751875], qvel=[5.4793153878729341e-13 0.00028155130992810575], normal_force=9.999999999999458, tangential_force=3.1633209142412766, Fctrl=[10 3.1634999999992739], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.6326641828482896, mode=QUASI_STICK, phase=RAMP
time=1.881875000, qpos=[2.7503723343081354 0.00022138283868947237], qvel=[5.4792780274470312e-13 0.00028157369562889397], normal_force=9.999999999999455, tangential_force=3.1635709142401693, Fctrl=[10 3.1637499999992738], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.6327141828480684, mode=QUASI_STICK, phase=RAMP
time=1.882000000, qpos=[2.7503723343081354 0.00022141803819963857], qvel=[5.4792406670211283e-13 0.0002815960813296822], normal_force=9.99999999999945, tangential_force=3.163820914239062, Fctrl=[10 3.1639999999992736], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.6327641828478473, mode=QUASI_STICK, phase=RAMP
time=1.882125000, qpos=[2.7503723343081354 0.00022145324050801737], qvel=[5.4792033065952253e-13 0.00028161846703047042], normal_force=9.999999999999446, tangential_force=3.1640709142379544, Fctrl=[10 3.1642499999992735], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.6328141828476259, mode=QUASI_STICK, phase=RAMP
time=1.882250000, qpos=[2.7503723343081354 0.00022148844561460879], qvel=[5.4791659461693224e-13 0.00028164085273125865], normal_force=9.99999999999944, tangential_force=3.164320914236847, Fctrl=[10 3.1644999999992733], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.6328641828474049, mode=QUASI_STICK, phase=RAMP
time=1.882375000, qpos=[2.7503723343081354 0.00022152365351941279], qvel=[5.4791285857434195e-13 0.00028166323843204687], normal_force=9.999999999999437, tangential_force=3.16457091423574, Fctrl=[10 3.1647499999992732], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.6329141828471836, mode=QUASI_STICK, phase=RAMP
time=1.882500000, qpos=[2.7503723343081354 0.00022155886422242939], qvel=[5.4790912253175165e-13 0.00028168562413283509], normal_force=9.999999999999433, tangential_force=3.1648209142346326, Fctrl=[10 3.1649999999992731], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.6329641828469624, mode=QUASI_STICK, phase=RAMP
time=1.882625000, qpos=[2.7503723343081354 0.0002215940777236586], qvel=[5.4790538648916136e-13 0.00028170800983362332], normal_force=9.999999999999428, tangential_force=3.1650709142335254, Fctrl=[10 3.1652499999992729], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.6330141828467413, mode=QUASI_STICK, phase=RAMP
time=1.882750000, qpos=[2.7503723343081354 0.0002216292940231004], qvel=[5.4790165044657106e-13 0.00028173039553441154], normal_force=9.999999999999424, tangential_force=3.165320914232418, Fctrl=[10 3.1654999999992728], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.6330641828465201, mode=QUASI_STICK, phase=RAMP
time=1.882875000, qpos=[2.7503723343081354 0.00022166451312075479], qvel=[5.4789791440398077e-13 0.00028175278123519976], normal_force=9.99999999999942, tangential_force=3.1655709142313104, Fctrl=[10 3.1657499999992726], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.6331141828462988, mode=QUASI_STICK, phase=RAMP
time=1.883000000, qpos=[2.7503723343081354 0.00022169973501662179], qvel=[5.4789417836139048e-13 0.00028177516693598799], normal_force=9.999999999999416, tangential_force=3.165820914230203, Fctrl=[10 3.1659999999992725], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.6331641828460777, mode=QUASI_STICK, phase=RAMP
time=1.883125000, qpos=[2.7503723343081354 0.00022173495971070139], qvel=[5.4789044231880018e-13 0.00028179755263677621], normal_force=9.999999999999412, tangential_force=3.166070914229096, Fctrl=[10 3.1662499999992724], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.6332141828458564, mode=QUASI_STICK, phase=RAMP
time=1.883250000, qpos=[2.7503723343081354 0.00022177018720299357], qvel=[5.4788670627620989e-13 0.00028181993833756443], normal_force=9.999999999999408, tangential_force=3.1663209142279882, Fctrl=[10 3.1664999999992722], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.6332641828456351, mode=QUASI_STICK, phase=RAMP
time=1.883375000, qpos=[2.7503723343081354 0.00022180541749349837], qvel=[5.478829702336196e-13 0.00028184232403835266], normal_force=9.999999999999403, tangential_force=3.166570914226881, Fctrl=[10 3.1667499999992721], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.633314182845414, mode=QUASI_STICK, phase=RAMP
time=1.883500000, qpos=[2.7503723343081354 0.00022184065058221576], qvel=[5.478792341910293e-13 0.00028186470973914088], normal_force=9.9999999999994, tangential_force=3.1668209142257737, Fctrl=[10 3.166999999999272], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.6333641828451928, mode=QUASI_STICK, phase=RAMP
time=1.883625000, qpos=[2.7503723343081354 0.00022187588646914574], qvel=[5.4787549814843901e-13 0.00028188709543992911], normal_force=9.999999999999396, tangential_force=3.167070914224666, Fctrl=[10 3.1672499999992718], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.6334141828449714, mode=QUASI_STICK, phase=RAMP
time=1.883750000, qpos=[2.7503723343081354 0.00022191112515428834], qvel=[5.4787176210584872e-13 0.00028190948114071733], normal_force=9.999999999999392, tangential_force=3.1673209142235588, Fctrl=[10 3.1674999999992717], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.6334641828447503, mode=QUASI_STICK, phase=RAMP
time=1.883875000, qpos=[2.7503723343081354 0.00022194636663764352], qvel=[5.4786802606325842e-13 0.00028193186684150555], normal_force=9.999999999999387, tangential_force=3.1675709142224515, Fctrl=[10 3.1677499999992715], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.6335141828445291, mode=QUASI_STICK, phase=RAMP
time=1.884000000, qpos=[2.7503723343081354 0.0002219816109192113], qvel=[5.4786429002066813e-13 0.00028195425254229378], normal_force=9.999999999999384, tangential_force=3.167820914221344, Fctrl=[10 3.1679999999992714], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.6335641828443078, mode=QUASI_STICK, phase=RAMP
time=1.884125000, qpos=[2.7503723343081354 0.00022201685799899169], qvel=[5.4786055397807783e-13 0.000281976638243082], normal_force=9.999999999999378, tangential_force=3.1680709142202366, Fctrl=[10 3.1682499999992713], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.6336141828440867, mode=QUASI_STICK, phase=RAMP
time=1.884250000, qpos=[2.7503723343081354 0.00022205210787698467], qvel=[5.4785681793548754e-13 0.00028199902394387022], normal_force=9.999999999999375, tangential_force=3.1683209142191293, Fctrl=[10 3.1684999999992711], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.6336641828438655, mode=QUASI_STICK, phase=RAMP
time=1.884375000, qpos=[2.7503723343081354 0.00022208736055319024], qvel=[5.4785308189289725e-13 0.00028202140964465845], normal_force=9.999999999999371, tangential_force=3.1685709142180216, Fctrl=[10 3.168749999999271], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.6337141828436442, mode=QUASI_STICK, phase=RAMP
time=1.884500000, qpos=[2.7503723343081354 0.00022212261602760843], qvel=[5.4784934585030695e-13 0.00028204379534544667], normal_force=9.999999999999366, tangential_force=3.1688209142169144, Fctrl=[10 3.1689999999992708], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.6337641828434231, mode=QUASI_STICK, phase=RAMP
time=1.884625000, qpos=[2.7503723343081354 0.0002221578743002392], qvel=[5.4784560980771666e-13 0.00028206618104623489], normal_force=9.999999999999362, tangential_force=3.169070914215807, Fctrl=[10 3.1692499999992707], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.6338141828432018, mode=QUASI_STICK, phase=RAMP
time=1.884750000, qpos=[2.7503723343081354 0.00022219313537108257], qvel=[5.4784187376512637e-13 0.00028208856674702312], normal_force=9.999999999999357, tangential_force=3.1693209142147, Fctrl=[10 3.1694999999992706], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.6338641828429807, mode=QUASI_STICK, phase=RAMP
time=1.884875000, qpos=[2.7503723343081354 0.00022222839924013855], qvel=[5.4783813772253607e-13 0.00028211095244781134], normal_force=9.999999999999353, tangential_force=3.1695709142135926, Fctrl=[10 3.1697499999992704], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.6339141828427595, mode=QUASI_STICK, phase=RAMP
time=1.885000000, qpos=[2.7503723343081354 0.00022226366590740712], qvel=[5.4783440167994578e-13 0.00028213333814859957], normal_force=9.99999999999935, tangential_force=3.1698209142124854, Fctrl=[10 3.1699999999992703], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.6339641828425383, mode=QUASI_STICK, phase=RAMP
time=1.885125000, qpos=[2.7503723343081354 0.00022229893537288828], qvel=[5.4783066563735549e-13 0.00028215572384938779], normal_force=9.999999999999346, tangential_force=3.1700709142113777, Fctrl=[10 3.1702499999992702], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.634014182842317, mode=QUASI_STICK, phase=RAMP
time=1.885250000, qpos=[2.7503723343081354 0.00022233420763658206], qvel=[5.4782692959476519e-13 0.00028217810955017601], normal_force=9.999999999999341, tangential_force=3.1703209142102704, Fctrl=[10 3.17049999999927], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.6340641828420959, mode=QUASI_STICK, phase=RAMP
time=1.885375000, qpos=[2.7503723343081354 0.00022236948269848842], qvel=[5.478231935521749e-13 0.00028220049525096424], normal_force=9.999999999999337, tangential_force=3.170570914209163, Fctrl=[10 3.1707499999992699], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.6341141828418746, mode=QUASI_STICK, phase=RAMP
time=1.885500000, qpos=[2.7503723343081354 0.00022240476055860738], qvel=[5.478194575095846e-13 0.00028222288095175246], normal_force=9.999999999999332, tangential_force=3.1708209142080555, Fctrl=[10 3.1709999999992697], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.6341641828416534, mode=QUASI_STICK, phase=RAMP
time=1.885625000, qpos=[2.7503723343081354 0.00022244004121693895], qvel=[5.4781572146699431e-13 0.00028224526665254068], normal_force=9.999999999999329, tangential_force=3.171070914206948, Fctrl=[10 3.1712499999992696], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.6342141828414323, mode=QUASI_STICK, phase=RAMP
time=1.885750000, qpos=[2.7503723343081354 0.00022247532467348311], qvel=[5.4781198542440402e-13 0.00028226765235332891], normal_force=9.999999999999325, tangential_force=3.171320914205841, Fctrl=[10 3.1714999999992695], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.634264182841211, mode=QUASI_STICK, phase=RAMP
time=1.885875000, qpos=[2.7503723343081354 0.00022251061092823989], qvel=[5.4780824938181372e-13 0.00028229003805411713], normal_force=9.99999999999932, tangential_force=3.1715709142047332, Fctrl=[10 3.1717499999992693], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.6343141828409898, mode=QUASI_STICK, phase=RAMP
time=1.886000000, qpos=[2.7503723343081354 0.00022254589998120926], qvel=[5.4780451333922343e-13 0.00028231242375490536], normal_force=9.999999999999316, tangential_force=3.171820914203626, Fctrl=[10 3.1719999999992692], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.6343641828407686, mode=QUASI_STICK, phase=RAMP
time=1.886125000, qpos=[2.7503723343081354 0.00022258119183239122], qvel=[5.4780077729663314e-13 0.00028233480945569358], normal_force=9.99999999999931, tangential_force=3.1720709142025187, Fctrl=[10 3.172249999999269], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.6344141828405475, mode=QUASI_STICK, phase=RAMP
time=1.886250000, qpos=[2.7503723343081354 0.00022261648648178579], qvel=[5.4779704125404284e-13 0.0002823571951564818], normal_force=9.999999999999307, tangential_force=3.172320914201411, Fctrl=[10 3.1724999999992689], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.6344641828403261, mode=QUASI_STICK, phase=RAMP
time=1.886375000, qpos=[2.7503723343081354 0.00022265178392939295], qvel=[5.4779330521145255e-13 0.00028237958085727003], normal_force=9.999999999999304, tangential_force=3.172570914200304, Fctrl=[10 3.1727499999992688], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.634514182840105, mode=QUASI_STICK, phase=RAMP
time=1.886500000, qpos=[2.7503723343081354 0.0002226870841752127], qvel=[5.4778956916886225e-13 0.00028240196655805825], normal_force=9.9999999999993, tangential_force=3.1728209141991965, Fctrl=[10 3.1729999999992686], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.6345641828398837, mode=QUASI_STICK, phase=RAMP
time=1.886625000, qpos=[2.7503723343081354 0.00022272238721924507], qvel=[5.4778583312627196e-13 0.00028242435225884647], normal_force=9.999999999999295, tangential_force=3.173070914198089, Fctrl=[10 3.1732499999992685], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.6346141828396625, mode=QUASI_STICK, phase=RAMP
time=1.886750000, qpos=[2.7503723343081354 0.00022275769306149003], qvel=[5.4778209708368167e-13 0.0002824467379596347], normal_force=9.999999999999291, tangential_force=3.1733209141969816, Fctrl=[10 3.1734999999992684], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.6346641828394413, mode=QUASI_STICK, phase=RAMP
time=1.886875000, qpos=[2.7503723343081354 0.00022279300170194758], qvel=[5.4777836104109137e-13 0.00028246912366042292], normal_force=9.999999999999288, tangential_force=3.1735709141958743, Fctrl=[10 3.1737499999992682], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.6347141828392201, mode=QUASI_STICK, phase=RAMP
time=1.887000000, qpos=[2.7503723343081354 0.00022282831314061774], qvel=[5.4777462499850108e-13 0.00028249150936121114], normal_force=9.999999999999282, tangential_force=3.173820914194767, Fctrl=[10 3.1739999999992681], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.6347641828389989, mode=QUASI_STICK, phase=RAMP
time=1.887125000, qpos=[2.7503723343081354 0.00022286362737750049], qvel=[5.4777088895591079e-13 0.00028251389506199937], normal_force=9.999999999999279, tangential_force=3.17407091419366, Fctrl=[10 3.1742499999992679], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.6348141828387778, mode=QUASI_STICK, phase=RAMP
time=1.887250000, qpos=[2.7503723343081354 0.00022289894441259584], qvel=[5.4776715291332049e-13 0.00028253628076278759], normal_force=9.999999999999964, tangential_force=3.174320914391091, Fctrl=[10 3.1744999999992678], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.6348641828782204, mode=QUASI_STICK, phase=RAMP
time=1.887375000, qpos=[2.7503723343081354 0.00022293426424590382], qvel=[5.4777156464341035e-13 0.00028255866646380973], normal_force=9.999999999999972, tangential_force=3.1745709143925955, Fctrl=[10 3.1747499999992677], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.6349141828785209, mode=QUASI_STICK, phase=RAMP
time=1.887500000, qpos=[2.7503723343081354 0.00022296958687742442], qvel=[5.477759763735002e-13 0.00028258105216483187], normal_force=9.999999999999975, tangential_force=3.174820914394101, Fctrl=[10 3.1749999999992675], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.6349641828788217, mode=QUASI_STICK, phase=RAMP
time=1.887625000, qpos=[2.7503723343081354 0.00022300491230715764], qvel=[5.4778038810359005e-13 0.00028260343786585401], normal_force=9.99999999999998, tangential_force=3.1750709143956057, Fctrl=[10 3.1752499999992674], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.6350141828791224, mode=QUASI_STICK, phase=RAMP
time=1.887750000, qpos=[2.7503723343081354 0.00022304024053510351], qvel=[5.4778479983367991e-13 0.00028262582356687615], normal_force=9.999999999999986, tangential_force=3.175320914397111, Fctrl=[10 3.1754999999992672], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.6350641828794231, mode=QUASI_STICK, phase=RAMP
time=1.887875000, qpos=[2.7503723343081354 0.00022307557156126198], qvel=[5.4778921156376976e-13 0.00028264820926789829], normal_force=9.99999999999999, tangential_force=3.1755709143986155, Fctrl=[10 3.1757499999992671], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.6351141828797238, mode=QUASI_STICK, phase=RAMP
time=1.888000000, qpos=[2.7503723343081354 0.00022311090538563311], qvel=[5.4779362329385961e-13 0.00028267059496892043], normal_force=9.999999999999996, tangential_force=3.175820914400121, Fctrl=[10 3.175999999999267], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.6351641828800244, mode=QUASI_STICK, phase=RAMP
